frame,angry,disgust,fear,happy,neutral,sad,surprise
0,0.11077207745984197,0.08777178009040654,0.21774384658783674,0.4621288273483515,98.84266257286072,0.224625994451344,0.05428530857898295
1,0.12703260872513056,0.0832426710985601,0.2152495551854372,0.4144964274019003,98.7974762916565,0.3273773239925504,0.03513346309773624
2,0.08687482331879437,0.08744357619434595,0.20091624464839697,0.7892858237028122,98.57614040374756,0.1890295883640647,0.07030229899100959
3,0.1352597144432366,0.06902483291924,0.2606634981930256,0.42663360945880413,98.52012991905212,0.5587859079241753,0.029497899231500924
4,0.13112325686961412,0.0878564955201,0.19564679823815823,0.432871887460351,98.83154630661011,0.28001146856695414,0.04095648473594338
5,0.12155512813478708,0.09765970753505826,0.2009320305660367,0.46930741518735886,98.76685738563538,0.30379886738955975,0.03988920361734927
6,0.09809655603021383,0.07059802883304656,0.2715321723371744,0.6475928705185652,98.55026006698608,0.30974745750427246,0.05217072903178632
7,0.09309003944508731,0.04220727423671633,0.086253194604069,96.16093635559082,3.30965518951416,0.2207240555435419,0.08712684502825141
8,0.3552737645804882,0.07470394484698772,0.19387385109439492,80.96221685409546,17.49817430973053,0.8135532028973103,0.10220039403066039
9,0.2980777760967612,0.08726275409571826,0.2398850629106164,71.8323290348053,26.719149947166443,0.6971236784011126,0.1261746510863304
10,0.09477007552050054,0.038380781188607216,0.07065468817017972,97.23395705223083,2.2208688780665398,0.25917235761880875,0.08218633010983467
11,0.17842669039964676,0.16148603754118085,0.4777063615620136,10.941077768802643,86.31200790405273,1.852324791252613,0.0769753532949835
12,0.03689435834530741,0.05697989836335182,0.05787695408798754,96.67092561721802,2.8933994472026825,0.13233216013759375,0.15158881433308125
13,0.06174139562062919,0.09993006242439151,0.11750509729608893,86.76446676254272,12.48992457985878,0.2929061884060502,0.1735305762849748
14,0.10153742041438818,0.08977118995971978,0.316255958750844,2.902703732252121,95.92512249946594,0.5959859117865562,0.06863262387923896
15,0.025155715411528945,0.03599500050768256,0.035638315603137016,99.42217469215393,0.2945691579952836,0.06321233813650906,0.1232615439221263
16,0.023150241759140044,0.04075357865076512,0.029970871401019394,99.45066571235657,0.24097503628581762,0.06573415594175458,0.14875426422804594
17,0.027561993920244277,0.0376238749595359,0.0338626530719921,99.47227239608765,0.2516289474442601,0.07250286871567369,0.10454955045133829
18,0.026090876781381667,0.04173103370703757,0.0289834919385612,99.49783682823181,0.1968227094039321,0.05473312339745462,0.15379913384094834
19,0.0878888473380357,0.20255711860954762,0.4016466438770294,82.45007991790771,13.350297510623932,3.322843462228775,0.18468548078089952
20,0.470177223905921,0.2496683970093727,1.3425075449049473,8.198218792676926,0.4891909658908844,89.13279175758362,0.11744933435693383
21,0.38430236745625734,0.10848613455891609,1.396495196968317,0.6952621508389711,0.3733419347554445,96.99928760528564,0.04282879235688597
22,0.4137458745390177,0.2539474982768297,0.9697234258055687,2.3908134549856186,0.3703029593452811,95.51683068275452,0.08463124395348132
23,0.07879434851929545,0.1045433571562171,0.1619696500711143,80.06163835525513,18.591637909412384,0.8674498647451401,0.1339660375379026
24,0.08847445715218782,0.1089235651306808,0.26605299208313227,2.563285082578659,95.81376314163208,1.104128174483776,0.05537458346225321
25,0.1283922349102795,0.13790945522487164,0.5628264509141445,11.518386006355286,86.56770586967468,0.9800032712519169,0.10477633913978934
26,0.09191739372909069,0.09994019055739045,0.18384179566055536,2.720731683075428,96.49742245674133,0.31407547648996115,0.09207729017361999
