frame,angry,disgust,fear,happy,neutral,sad,surprise
0,18.639467656612396,1.6789473593235016,15.479014813899994,18.47202181816101,6.559939682483673,33.20590555667877,5.964704975485802
1,0.15036013210192323,0.07170004537329078,0.20973896607756615,0.3609400475397706,98.97037148475647,0.18663351656869054,0.05025957361795008
2,0.14292552368715405,0.06704027764499187,0.1966853393241763,0.6125144194811583,98.73097538948059,0.19177034264430404,0.058084045303985476
3,0.1298711751587689,0.061743654077872634,0.22394873667508364,0.3476369893178344,98.9991843700409,0.18676593899726868,0.05084530566819012
4,0.1492811948992312,0.05200300947763026,0.18082993337884545,0.3908331971615553,98.98199439048767,0.19677483942359686,0.048298819456249475
5,0.14730736147612333,0.05008003790862858,0.22125309333205223,0.46459375880658627,98.89820218086243,0.1535633229650557,0.06499551818706095
6,0.11294580763205886,0.05564694874919951,0.26425905525684357,0.3967431839555502,98.88989329338074,0.22291450295597315,0.05758947809226811
7,0.2970977686345577,0.04106900887563825,0.4133585374802351,0.3052646294236183,98.6297607421875,0.2575434511527419,0.05589690990746021
8,0.46258275397121906,0.07455638842657208,0.28959300834685564,0.12644054368138313,98.65947961807251,0.33197219017893076,0.05537393735721707
9,0.3490038914605975,0.08798381895758212,0.20074346102774143,0.1458265818655491,98.87039065361023,0.30199147295206785,0.04406116786412895
10,0.664494838565588,0.07070000283420086,0.6085483357310295,0.12886181939393282,97.80118465423584,0.7010011933743954,0.025211312458850443
11,0.7028013467788696,0.03925604687537998,0.9720205329358578,0.9318554773926735,92.36167669296265,4.943855851888657,0.04852615820709616
12,0.8574115112423897,0.042462494457140565,0.5587874446064234,0.298113189637661,96.93639278411865,1.2691445648670197,0.03768748138099909
13,2.8057951480150223,0.04030744603369385,4.686804115772247,0.3761553671211004,79.31748628616333,12.708216905593872,0.06522353505715728
14,0.24992753751575947,0.02923815045505762,0.6477633491158485,0.23026643320918083,97.07642793655396,1.7406562343239784,0.025720323901623487
15,1.2341809459030628,0.03766994341276586,1.837870478630066,0.3045966848731041,93.34211349487305,3.1974390149116516,0.04612461198121309
16,1.0290793143212795,0.03793590294662863,0.5763142369687557,0.3532866947352886,97.08656072616577,0.8808253332972527,0.03600349591579288
17,2.154218405485153,0.04406423831824213,0.7353718858212233,1.1376830749213696,93.77525448799133,2.0985612645745277,0.05485565052367747
18,7.651297003030777,0.05113750812597573,1.113938633352518,0.8037800900638103,86.36561036109924,3.9455596357584,0.06866950425319374
19,1.4103719964623451,0.041486177360638976,0.47715590335428715,2.9577279463410378,92.06627011299133,2.9747972264885902,0.07219031103886664
20,0.33592572435736656,0.02977890253532678,1.2896866537630558,0.670742942020297,5.385908856987953,92.24150776863098,0.04644033906515688
21,0.3050129860639572,0.06960734026506543,0.6326956208795309,3.125346824526787,77.35772728919983,18.416568636894226,0.0930359004996717
