frame,angry,disgust,fear,happy,neutral,sad,surprise
0,0.40565794333815575,0.21607365924865007,0.4118029959499836,0.4765294957906008,94.18401718139648,4.265180230140686,0.04073227464687079
1,3.147691488265991,0.4111324902623892,5.2695006132125854,0.14119296101853251,33.283305168151855,57.671648263931274,0.07553367759101093
2,3.003574348986149,0.4871003329753876,2.8700172901153564,0.30848169699311256,39.74982798099518,53.51564884185791,0.06534578278660774
3,0.7222957909107208,0.1723649213090539,0.7718534674495459,0.6980143953114748,95.48681974411011,2.1081311628222466,0.040520692709833384
4,1.130631472915411,0.14129214687272906,0.4826459102332592,0.13835853897035122,97.20466732978821,0.8622016757726669,0.04020536434836686
5,1.0952207259833813,0.07389180245809257,1.2272418476641178,0.16415498685091734,94.87199187278748,2.5248821824789047,0.04261532740201801
6,1.1442848481237888,0.14402414672076702,1.1444326490163803,0.5386259406805038,94.5266604423523,2.454610727727413,0.04735830007120967
7,0.2790806582197547,0.08242797921411693,0.4307311959564686,1.354761328548193,97.38963842391968,0.39471080526709557,0.06865052273496985
8,0.7587953004986048,0.11015265481546521,0.6173926405608654,0.31184598337858915,97.2021996974945,0.9631188586354256,0.03650911385193467
9,0.17827542033046484,0.08902645786292851,0.30820081010460854,2.0453134551644325,96.7552125453949,0.5733053665608168,0.05067608435638249
10,0.16045229276642203,0.08576323743909597,0.1290834043174982,0.842371117323637,98.4534502029419,0.29070533346384764,0.038174306973814964
11,1.5502451919019222,0.14250907115638256,0.3803936764597893,0.5907552782446146,95.85000872612,1.457840669900179,0.02825464471243322
12,0.4645728971809149,0.08937740349210799,0.3345235949382186,0.2935839584097266,97.9310691356659,0.8596505038440228,0.02721734344959259
13,1.374757569283247,0.30406536534428596,1.532135158777237,1.156407967209816,71.71339392662048,23.88574331998825,0.033502146834507585
14,1.5811197459697723,0.19889299292117357,1.282711699604988,0.706152431666851,76.21506452560425,19.977904856204987,0.03815432719420642
15,0.41671404615044594,0.050385319627821445,0.5149430129677057,0.3671713173389435,97.88715243339539,0.7342149037867785,0.029419249040074646
16,0.3238360630348325,0.05790135473944247,0.4841785877943039,0.24591924156993628,98.36207628250122,0.49834870733320713,0.027744838735088706
17,0.22233028430491686,0.05761732463724911,0.3485411172732711,0.3798817517235875,98.19514751434326,0.7729964330792427,0.023493509797845036
18,2.5884216651320457,0.3601054195314646,1.4223061501979828,1.4436492696404457,86.4297091960907,7.709789276123047,0.046024000039324164
19,0.1966332085430622,0.09390588384121656,0.14436542987823486,2.9949851334095,96.02308869361877,0.503018219023943,0.044000320485793054
20,0.13973168097436428,0.06419717683456838,0.17755745211616158,1.5545492991805077,97.34084010124207,0.6791471503674984,0.043975215521641076
21,0.16339587746188045,0.08516308153048158,0.15294243348762393,0.8549093268811703,97.71807193756104,0.9981324896216393,0.027386608417145908
22,0.1432293327525258,0.12838718248531222,0.2639490645378828,15.41517823934555,82.96078443527222,0.9978610090911388,0.09060875745490193
23,0.11314002331346273,0.07923453231342137,0.1337108202278614,1.738765835762024,97.51890301704407,0.36580278538167477,0.05045267171226442
24,0.2611604519188404,0.11318859178572893,0.2131488872691989,0.4313413519412279,98.57775568962097,0.3732608165591955,0.030138302827253938
25,0.3265821607783437,0.10880447225645185,0.22387397475540638,0.33792678732424974,98.44933748245239,0.5272661801427603,0.026207175687886775
26,0.22593820467591286,0.10022500064224005,0.1828353968448937,0.3746342146769166,98.67817759513855,0.40671275928616524,0.03147800161968917
27,0.30720930080860853,0.10708560002967715,0.2420458709821105,0.3947439603507519,98.31452369689941,0.6079209502786398,0.02646794600877911
